"Business Date: 4/9/2024","Room Statistics_Total Rooms","Room Statistics_Out Of Order","Room Statistics_PTD_Total Rooms","Room Statistics_PTD_Out Of Order","Room Statistics_Last Year PTD_Total Rooms","Room Statistics_Last Year PTD_Out Of Order","Room Statistics_YTD_Total Rooms","Room Statistics_YTD_Out Of Order","Room Statistics_Last YTD_Total Rooms","Room Statistics_Last YTD_Out Of Order","Rooms Available to Sell","Day Use Rooms","Stay Over Rooms","Rooms Available to Sell_PTD","Day Use Rooms_PTD","Stay Over Rooms_PTD","Rooms Available to Sell_Last Year PTD","Day Use Rooms_Last Year PTD","Stay Over Rooms_Last Year PTD","Rooms Available to Sell_YTD","Day Use Rooms_YTD","Stay Over Rooms_YTD","Rooms Available to Sell_Last YTD","Day Use Rooms_Last YTD","Stay Over Rooms_Last YTD","Total Revenue Rooms","Comp Rooms","Total Revenue Rooms_PTD","Comp Rooms_PTD","Total Revenue Rooms_Last Year PTD","Comp Rooms_Last Year PTD","Total Revenue Rooms_YTD","Comp Rooms_YTD","Total Revenue Rooms_Last YTD","Comp Rooms_Last YTD","Total Non-Revenue Rooms","Total Non-Revenue Rooms_PTD","Total Non-Revenue Rooms_Last Year PTD","Total Non-Revenue Rooms_YTD","Total Non-Revenue Rooms_Last YTD","Total Occupied Rooms","Total Occupied Rooms_PTD","Total Occupied Rooms_Last Year PTD","Total Occupied Rooms_YTD","Total Occupied Rooms_Last YTD","Occupancy Statistics_Occ% of Total Available Rooms","Occupancy Statistics_Occ% of Total Rooms","Occupancy Statistics_STR Occ% of Total Rooms","Occupancy Statistics_ADR Stay Over Rooms","Occupancy Statistics_ADR for Total Revenue Rooms","Occupancy Statistics_STR ADR for Total Revenue Rooms","Occupancy Statistics_ADR for Total Occupied Rooms","Occupancy Statistics_RevPar_4/9/2024","Occupancy Statistics_STR RevPar_4/9/2024","Occupancy Statistics_Occ% of Total Available Rooms_PTD","Occupancy Statistics_Occ% of Total Rooms_PTD","Occupancy Statistics_STR Occ% of Total Rooms_PTD","Occupancy Statistics_ADR Stay Over Rooms_PTD","Occupancy Statistics_ADR for Total Revenue Rooms_PTD","Occupancy Statistics_STR ADR for Total Revenue Rooms_PTD","Occupancy Statistics_ADR for Total Occupied Rooms_PTD","Occupancy Statistics_RevPar_PTD","Occupancy Statistics_STR RevPar_PTD","Occupancy Statistics_Occ% of Total Available Rooms_Last Year PTD","Occupancy Statistics_Occ% of Total Rooms_Last Year PTD","Occupancy Statistics_STR Occ% of Total Rooms_Last Year PTD","Occupancy Statistics_ADR Stay Over Rooms_Last Year PTD","Occupancy Statistics_ADR for Total Revenue Rooms_Last Year PTD","Occupancy Statistics_STR ADR for Total Revenue Rooms_Last Year PTD","Occupancy Statistics_ADR for Total Occupied Rooms_Last Year PTD","Occupancy Statistics_RevPar_Last Year PTD","Occupancy Statistics_STR RevPar_Last Year PTD","Occupancy Statistics_Occ% of Total Available Rooms_YTD","Occupancy Statistics_Occ% of Total Rooms_YTD","Occupancy Statistics_STR Occ% of Total Rooms_YTD","Occupancy Statistics_ADR Stay Over Rooms_YTD","Occupancy Statistics_ADR for Total Revenue Rooms_YTD","Occupancy Statistics_STR ADR for Total Revenue Rooms_YTD","Occupancy Statistics_ADR for Total Occupied Rooms_YTD","Occupancy Statistics_RevPar_YTD","Occupancy Statistics_STR RevPar_YTD","Occupancy Statistics_Occ% of Total Available Rooms_Last YTD","Occupancy Statistics_Occ% of Total Rooms_Last YTD","Occupancy Statistics_STR Occ% of Total Rooms_Last YTD","Occupancy Statistics_ADR Stay Over Rooms_Last YTD","Occupancy Statistics_ADR for Total Revenue Rooms_Last YTD","Occupancy Statistics_STR ADR for Total Revenue Rooms_Last YTD","Occupancy Statistics_ADR for Total Occupied Rooms_Last YTD","Occupancy Statistics_RevPar_Last YTD","Occupancy Statistics_STR RevPar_Last YTD","Revenue_Room Rev(Non-Exempt From Tax)","Revenue_Room Rev(Exempt From All Tax)","Revenue_Room Rev(Non-Exempt From Tax)_PTD","Revenue_Room Rev(Exempt From All Tax)_PTD","Revenue_Room Rev(Non-Exempt From Tax)_Last Year PTD","Revenue_Room Rev(Exempt From All Tax)_Last Year PTD","Revenue_Room Rev(Non-Exempt From Tax)_YTD","Revenue_Room Rev(Exempt From All Tax)_YTD","Revenue_Room Rev(Non-Exempt From Tax)_Last YTD","Revenue_Room Rev(Exempt From All Tax)_Last YTD","Total Room Revenue","Other Revenue","Total Room Revenue_PTD","Other Revenue_PTD","Total Room Revenue_Last Year PTD","Other Revenue_Last Year PTD","Total Room Revenue_YTD","Other Revenue_YTD","Total Room Revenue_Last YTD","Other Revenue_Last YTD","Total Revenue","Total Revenue_PTD","Total Revenue_Last Year PTD","Total Revenue_YTD","Total Revenue_Last YTD","Guest Statistics_Number of Adults","Guest Statistics_Number of Children","Guest Statistics_Number of Adults_PTD","Guest Statistics_Number of Children_PTD","Guest Statistics_Number of Adults_Last Year PTD","Guest Statistics_Number of Children_Last Year PTD","Guest Statistics_Number of Adults_YTD","Guest Statistics_Number of Children_YTD","Guest Statistics_Number of Adults_Last YTD","Guest Statistics_Number of Children_Last YTD","Total Number of Guests_4/9/2024","Total Number of Guests_PTD","Total Number of Guests_Last Year PTD","Total Number of Guests_YTD","Total Number of Guests_Last YTD","Average Adults Per Room","Average Rate Per Adult","Average Revenue Per Adult","Average Adults Per Room_PTD","Average Rate Per Adult_PTD","Average Revenue Per Adult_PTD","Average Adults Per Room_Last Year PTD","Average Rate Per Adult_Last Year PTD","Average Revenue Per Adult_Last Year PTD","Average Adults Per Room_YTD","Average Rate Per Adult_YTD","Average Revenue Per Adult_YTD","Average Adults Per Room_Last YTD","Average Rate Per Adult_Last YTD","Average Revenue Per Adult_Last YTD","Today's Activity_Arrived With Reservations","Today's Activity_Walk Ins","Today's Activity_No Shows","Today's Activity_Cancellations for Today's Arrivals","Today's Activity_Checked Out Today","Today's Activity_Arrived With Reservations_PTD","Today's Activity_Walk Ins_PTD","Today's Activity_No Shows_PTD","Today's Activity_Cancellations for Today's Arrivals_PTD","Today's Activity_Checked Out Today_PTD","Today's Activity_Arrived With Reservations_Last Year PTD","Today's Activity_Walk Ins_Last Year PTD","Today's Activity_No Shows_Last Year PTD","Today's Activity_Cancellations for Today's Arrivals_Last Year PTD","Today's Activity_Checked Out Today_Last Year PTD","Today's Activity_Arrived With Reservations_YTD","Today's Activity_Walk Ins_YTD","Today's Activity_No Shows_YTD","Today's Activity_Cancellations for Today's Arrivals_YTD","Today's Activity_Checked Out Today_YTD","Today's Activity_Arrived With Reservations_Last YTD","Today's Activity_Walk Ins_Last YTD","Today's Activity_No Shows_Last YTD","Today's Activity_Cancellations for Today's Arrivals_Last YTD","Today's Activity_Checked Out Today_Last YTD"
"","68","4","612","38","612","44","6800","324","6732","401","64","0","52","574","0","464","568","1","466","6476","5","5462","6331","4","5595","52","0","464","0","467","0","5467","2","5599","0","0","0","0","2","0","52","464","467","5469","5599","81.25%","76.47%","76.47%","87.12","87.12","87.12","87.12","70.79","66.62","80.84%","75.82%","75.82%","101.20","101.20","101.20","101.20","81.81","76.73","82.22%","76.31%","76.31%","118.26","118.00","118.00","118.00","97.02","90.04","84.45%","80.43%","80.40%","117.38","117.28","117.28","117.23","99.00","94.29","88.44%","83.17%","83.17%","127.57","127.48","127.48","127.48","112.74","106.02","4,530.29","0.00","46,543.59","414.28","53,778.74","1,328.63","626,522.29","14,625.40","690,261.28","23,478.46","4,530.29","55.27","46,957.87","507.70","55,107.37","639.25","641,147.69","7,474.83","713,739.74","9,180.40","4,585.56","47,465.57","55,746.62","648,622.52","722,920.14","69","2","693","72","747","58","8,424","554","9,322","476","71","765","805","8,978","9,798","1.33","65.66","66.46","1.49","67.76","68.49","1.60","73.77","74.63","1.54","76.11","77.00","1.66","76.57","77.55","21","0","0","2","19","236","1","0","70","214","247","9","0","42","277","2,749","10","0","619","2,754","3,117","37","0","883","3,155"
